"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
77.73,"","","",182.5540,6.7775,155.8540,15.0000,37.0000,12.2110
77.77,"","","",182.5422,6.6871,155.8084,15.0000,37.0000,12.2330
77.80,"","","",182.4952,6.7775,155.7721,15.0932,37.0000,12.2360
77.83,"","","",182.4618,6.8679,155.7339,15.0932,37.0000,12.2300
77.87,"","","",182.4401,6.8679,155.7320,15.0000,36.9990,12.2590
77.90,"","","",182.4293,6.8679,155.7115,15.0000,37.0010,12.2400
77.93,"","","",182.4067,6.8679,155.6686,15.0000,36.9990,12.2640
77.97,"","","",182.3678,6.8679,155.6137,15.0932,37.0000,12.2500
78.00,"","","",182.3543,6.8679,155.5922,15.1864,37.0010,12.2160
78.03,"","","",182.4004,6.6871,155.5550,15.2795,37.0010,12.1840
78.07,"","","",182.4013,6.5064,155.5289,15.2795,37.0000,12.2070
78.10,"","","",182.4103,6.3257,155.4888,15.2795,37.0000,12.2220
78.13,"","","",182.3642,6.2353,155.4814,15.1864,37.0000,12.2180
78.17,"","","",182.2937,6.3257,155.4404,15.0932,37.0000,12.2220
78.20,"","","",182.2711,6.4160,155.3985,15.0932,37.0000,12.2390
78.23,"","","",182.2847,6.4160,155.3621,15.0932,37.0010,12.1960
78.27,"","","",182.3281,6.3257,155.3025,15.1864,37.0020,12.1400
78.30,"","","",182.3217,6.1449,155.2773,15.2795,37.0000,12.1830
78.33,"","","",182.3037,6.0546,155.2969,15.1864,37.0000,12.2060
78.37,"","","",182.3082,5.9642,155.2643,15.2795,36.9990,12.2470
78.40,"","","",182.2621,5.8738,155.2559,15.2795,37.0000,12.2240
78.43,"","","",182.1961,5.9642,155.2130,15.2795,37.0000,12.1950
78.47,"","","",182.1835,6.0546,155.1320,15.3727,36.9990,12.2350
78.50,"","","",182.1772,6.1449,155.0985,15.4659,37.0010,12.2040
78.53,"","","",182.1636,6.2353,155.0919,15.4659,36.9990,12.2540
78.57,"","","",182.1365,6.4160,155.0630,15.4659,37.0000,12.2690
78.60,"","","",182.1121,6.5968,155.0416,15.4659,36.9990,12.3070
78.63,"","","",182.1220,6.5968,155.0286,15.4659,37.0000,12.2880
78.67,"","","",182.1591,6.5064,154.9950,15.3727,37.0000,12.2700
78.70,"","","",182.1627,6.4160,154.9792,15.3727,37.0010,12.2480
78.73,"","","",182.1509,6.3257,154.9522,15.2795,37.0010,12.2250
78.77,"","","",182.1238,6.2353,154.9354,15.2795,37.0010,12.1950
78.80,"","","",182.1021,6.3257,154.9019,15.1864,37.0010,12.1720
78.83,"","","",182.0705,6.3257,154.8497,15.0932,37.0000,12.1600
78.87,"","","",182.0443,6.4160,154.8301,15.0932,37.0010,12.1280
78.90,"","","",182.0479,6.5064,154.7919,15.0932,37.0000,12.1300
78.93,"","","",182.0226,6.5968,154.7351,15.0932,36.9990,12.1740
78.97,"","","",182.0145,6.6871,154.6997,15.0932,36.9990,12.2120
79.00,"","","",182.0082,6.6871,154.6727,15.0932,36.9980,12.2580
79.03,"","","",181.9991,6.6871,154.6531,15.0932,36.9980,12.2850
79.07,"","","",181.9539,6.5968,154.6317,15.0000,36.9990,12.2910
79.10,"","","",181.8934,6.5968,154.5795,15.0000,36.9990,12.3080
79.13,"","","",181.8717,6.7775,154.5488,15.0932,37.0000,12.3290
79.17,"","","",181.8591,6.8679,154.5106,15.0932,37.0010,12.2990
79.20,"","","",181.8970,6.9582,154.4537,15.1864,37.0010,12.2650
79.23,"","","",181.9205,6.8679,154.4286,15.1864,37.0000,12.2650
79.27,"","","",181.9033,6.8679,154.3773,15.2795,37.0000,12.2550
79.30,"","","",181.9015,6.9582,154.3410,15.3727,37.0000,12.2340
79.33,"","","",181.9079,6.9582,154.3568,15.3727,36.9990,12.2640
79.37,"","","",181.8817,6.8679,154.3512,15.3727,37.0010,12.2410
79.40,"","","",181.8446,6.7775,154.2888,15.4659,37.0000,12.2500
79.43,"","","",181.8202,6.6871,154.2637,15.4659,37.0000,12.2660
79.47,"","","",181.8130,6.6871,154.2199,15.4659,37.0010,12.2300
79.50,"","","",181.8030,6.6871,154.2273,15.4659,37.0010,12.2110
79.53,"","","",181.8320,6.7775,154.2078,15.4659,36.9990,12.2450
79.57,"","","",181.8130,6.6871,154.1603,15.4659,37.0000,12.2370
79.60,"","","",181.7714,6.5968,154.1453,15.4659,37.0000,12.2410
79.63,"","","",181.7181,6.5968,154.1071,15.5590,37.0010,12.2030
79.67,"","","",181.6729,6.6871,154.0811,15.4659,37.0010,12.1740
79.70,"","","",181.6946,6.5968,154.0512,15.4659,36.9980,12.2280
79.73,"","","",181.7109,6.5064,154.0252,15.3727,36.9990,12.2430
79.77,"","","",181.7027,6.5064,153.9981,15.2795,36.9990,12.2850
79.80,"","","",181.6711,6.5968,153.9562,15.2795,37.0000,12.3090
79.83,"","","",181.6657,6.5968,153.9106,15.3727,37.0010,12.2810
79.87,"","","",181.6575,6.6871,153.8919,15.3727,37.0000,12.2440
79.90,"","","",181.6557,6.6871,153.8854,15.3727,37.0010,12.2170
79.93,"","","",181.6214,6.7775,153.8845,15.2795,37.0000,12.2290
79.97,"","","",181.6133,6.8679,153.8239,15.1864,37.0000,12.2140
80.00,"","","",181.6187,6.7775,153.7857,15.1864,37.0000,12.2440
80.03,"","","",181.6268,6.5968,153.7494,15.0932,37.0000,12.2680
80.07,"","","",181.6214,6.4160,153.7205,15.0000,37.0000,12.2460
80.10,"","","",181.6015,6.3257,153.6693,15.0000,37.0010,12.2080
80.13,"","","",181.5618,6.2353,153.6506,14.9069,37.0000,12.2000
80.17,"","","",181.5365,6.2353,153.6245,14.8137,36.9990,12.2280
80.20,"","","",181.5012,6.3257,153.5770,14.8137,36.9990,12.2750
80.23,"","","",181.4723,6.3257,153.5491,14.7205,36.9980,12.3270
80.27,"","","",181.4551,6.4160,153.5146,14.7205,37.0000,12.3080
80.30,"","","",181.4172,6.5064,153.4997,14.7205,37.0020,12.2400
80.33,"","","",181.4208,6.5968,153.4894,14.7205,37.0020,12.2410
80.37,"","","",181.4678,6.5064,153.4242,14.7205,37.0000,12.2680
80.40,"","","",181.4895,6.4160,153.3711,14.7205,37.0010,12.2300
80.43,"","","",181.4624,6.5064,153.3571,14.8137,37.0010,12.1920
80.47,"","","",181.4515,6.5968,153.3329,14.8137,37.0020,12.1470
80.50,"","","",181.4163,6.6871,153.2873,14.9069,37.0020,12.1080
80.53,"","","",181.3910,6.7775,153.2295,15.0000,37.0010,12.0940
80.57,"","","",181.3639,6.7775,153.2127,15.1864,37.0000,12.0950
80.60,"","","",181.3449,6.7775,153.2034,15.2795,37.0000,12.1170
80.63,"","","",181.3449,6.7775,153.1997,15.3727,37.0000,12.1170
80.67,"","","",181.3349,6.6871,153.2053,15.3727,37.0000,12.1180
80.70,"","","",181.3485,6.5968,153.1652,15.2795,37.0010,12.0970
80.73,"","","",181.3286,6.5968,153.1084,15.2795,37.0000,12.1170
80.77,"","","",181.3142,6.5968,153.0795,15.3727,36.9990,12.1490
80.80,"","","",181.3096,6.5064,153.0273,15.4659,36.9990,12.1820
80.83,"","","",181.2744,6.5064,152.9817,15.4659,36.9990,12.2100
80.87,"","","",181.2373,6.5064,152.9761,15.4659,36.9980,12.2440
80.90,"","","",181.2238,6.5064,152.9248,15.5590,36.9990,12.2630
80.93,"","","",181.2193,6.5064,152.8839,15.5590,37.0000,12.2450
80.97,"","","",181.2147,6.5064,152.8438,15.6522,37.0000,12.2420
81.00,"","","",181.2021,6.6871,152.8186,15.6522,37.0010,12.2080
81.03,"","","",181.1605,6.7775,152.8075,15.7454,36.9990,12.2450
81.07,"","","",181.1361,6.8679,152.8130,15.6522,36.9990,12.2720
81.10,"","","",181.1262,6.8679,152.7804,15.5590,37.0000,12.2660
81.13,"","","",181.1379,6.9582,152.7255,15.5590,37.0000,12.2590
81.17,"","","",181.1479,6.9582,152.6817,15.6522,36.9990,12.2950
81.20,"","","",181.1416,6.8679,152.6575,15.6522,37.0000,12.3000
81.23,"","","",181.1289,6.7775,152.6239,15.5590,36.9990,12.3420
81.27,"","","",181.1352,6.7775,152.5885,15.5590,37.0010,12.3100
81.30,"","","",181.1099,6.6871,152.5680,15.4659,37.0010,12.2850
81.33,"","","",181.1253,6.5968,152.5391,15.4659,37.0000,12.2730
81.37,"","","",181.1352,6.4160,152.5196,15.3727,37.0000,12.2900
81.40,"","","",181.1190,6.1449,152.4842,15.3727,37.0000,12.2860
81.43,"","","",181.0720,6.0546,152.4581,15.2795,37.0000,12.2840
81.47,"","","",181.0458,5.9642,152.4329,15.2795,36.9990,12.3190
81.50,"","","",181.0358,5.9642,152.3882,15.2795,37.0000,12.3040
81.53,"","","",181.0015,5.9642,152.3658,15.1864,37.0010,12.2730
81.57,"","","",180.9798,6.0546,152.3509,15.1864,37.0010,12.2390
81.60,"","","",180.9644,6.2353,152.2764,15.1864,37.0000,12.2490
81.63,"","","",180.9518,6.3257,152.2307,15.2795,36.9990,12.2760
81.67,"","","",180.9220,6.5064,152.2028,15.2795,36.9990,12.3080
81.70,"","","",180.8912,6.5968,152.2000,15.2795,37.0000,12.3020
81.73,"","","",180.8732,6.5968,152.1795,15.2795,37.0000,12.2760
81.77,"","","",180.8777,6.5968,152.1879,15.1864,37.0010,12.2400
81.80,"","","",180.8939,6.5064,152.1478,15.1864,37.0010,12.1990
81.83,"","","",180.8958,6.5064,152.1134,15.1864,37.0020,12.1650
81.87,"","","",180.8677,6.5064,152.0779,15.1864,36.9990,12.2050
81.90,"","","",180.8361,6.5968,152.0481,15.1864,37.0000,12.1890
81.93,"","","",180.8171,6.6871,152.0537,15.0932,37.0000,12.2160
81.97,"","","",180.8036,6.6871,152.0276,15.0000,36.9980,12.2740
82.00,"","","",180.7828,6.7775,152.0034,14.8137,37.0000,12.2570
82.03,"","","",180.7891,6.7775,151.9615,14.6274,37.0000,12.2800
82.07,"","","",180.7973,6.6871,151.9168,14.5342,37.0010,12.2490
82.10,"","","",180.7828,6.6871,151.8953,14.4410,37.0000,12.2430
82.13,"","","",180.7611,6.5968,151.8432,14.4410,37.0000,12.2520
82.17,"","","",180.7331,6.5968,151.8040,14.4410,37.0010,12.2170
82.20,"","","",180.7367,6.6871,151.7491,14.4410,37.0010,12.1840
82.23,"","","",180.6979,6.7775,151.7342,14.4410,37.0010,12.1470
82.27,"","","",180.6680,6.8679,151.7314,14.5342,37.0010,12.1200
82.30,"","","",180.6798,6.8679,151.7342,14.4410,37.0000,12.1490
82.33,"","","",180.6960,6.8679,151.6708,14.5342,36.9990,12.1930
82.37,"","","",180.6735,6.8679,151.6102,14.5342,36.9990,12.2210
82.40,"","","",180.6888,6.9582,151.5758,14.5342,37.0000,12.2230
82.43,"","","",180.6373,7.0486,151.5385,14.5342,37.0000,12.2520
82.47,"","","",180.6102,7.0486,151.5180,14.6274,36.9990,12.2850
82.50,"","","",180.6256,7.0486,151.4798,14.7205,37.0000,12.3050
82.53,"","","",180.6536,6.9582,151.4602,14.7205,37.0000,12.3180
82.57,"","","",180.6644,6.7775,151.4379,14.8137,37.0000,12.3380
82.60,"","","",180.6283,6.6871,151.4220,14.8137,37.0010,12.3180
82.63,"","","",180.6147,6.5064,151.3755,14.9069,37.0000,12.3360
82.67,"","","",180.6247,6.3257,151.3233,14.9069,37.0010,12.3050
82.70,"","","",180.6066,6.1449,151.2897,15.0000,37.0000,12.2900
82.73,"","","",180.6310,5.7835,151.2581,15.0932,37.0000,12.3120
82.77,"","","",180.6066,5.6027,151.2338,15.1864,37.0010,12.2710
82.80,"","","",180.5686,5.4220,151.2338,15.1864,36.9990,12.3100
82.83,"","","",180.5144,5.4220,151.1863,15.1864,37.0010,12.2750
82.87,"","","",180.4575,5.4220,151.1370,15.2795,37.0000,12.2940
82.90,"","","",180.4719,5.4220,151.0950,15.3727,36.9980,12.3400
82.93,"","","",180.5090,5.4220,151.0764,15.4659,37.0000,12.3120
82.97,"","","",180.4765,5.3316,151.0689,15.5590,37.0000,12.3090
83.00,"","","",180.4412,5.4220,151.0419,15.6522,37.0010,12.2800
83.03,"","","",180.4087,5.5124,151.0028,15.7454,37.0010,12.2580
83.07,"","","",180.4024,5.6931,150.9786,15.7454,37.0000,12.2540
83.10,"","","",180.4060,5.7835,150.9506,15.7454,37.0010,12.2260
83.13,"","","",180.4087,5.6931,150.9087,15.7454,37.0010,12.1840
83.17,"","","",180.3707,5.6931,150.8481,15.8385,37.0000,12.2030
83.20,"","","",180.3283,5.7835,150.8109,15.9317,36.9990,12.2590
83.23,"","","",180.3174,5.9642,150.8053,15.9317,36.9990,12.2840
83.27,"","","",180.3093,6.0546,150.7801,15.9317,36.9990,12.3050
83.30,"","","",180.3030,6.1449,150.7456,15.8385,37.0010,12.2810
83.33,"","","",180.3093,6.2353,150.7186,15.7454,37.0010,12.2560
83.37,"","","",180.3246,6.3257,150.6832,15.7454,37.0010,12.2310
83.40,"","","",180.2776,6.3257,150.6860,15.6522,37.0000,12.2300
83.43,"","","",180.2325,6.4160,150.6627,15.4659,36.9990,12.2770
83.47,"","","",180.2126,6.5064,150.5994,15.4659,37.0000,12.2650
83.50,"","","",180.2307,6.5968,150.5845,15.4659,36.9990,12.3040
83.53,"","","",180.2451,6.6871,150.5630,15.3727,37.0000,12.2840
83.57,"","","",180.2650,6.6871,150.5248,15.3727,37.0010,12.2620
83.60,"","","",180.2505,6.6871,150.5239,15.2795,37.0000,12.2770
83.63,"","","",180.2081,6.7775,150.4894,15.0932,37.0010,12.2360
83.67,"","","",180.1683,6.8679,150.4270,15.0000,37.0010,12.1950
83.70,"","","",180.1403,6.9582,150.3842,15.0000,37.0010,12.1810
83.73,"","","",180.1376,6.9582,150.3488,15.0932,37.0000,12.1800
83.77,"","","",180.1520,7.0486,150.3022,15.0932,37.0010,12.1360
83.80,"","","",180.1665,7.0486,150.2724,15.1864,36.9990,12.1830
83.83,"","","",180.1150,7.1390,150.2798,15.1864,36.9980,12.2220
83.87,"","","",180.0662,7.1390,150.2649,15.0932,36.9990,12.2400
83.90,"","","",180.0499,7.1390,150.2137,15.0932,36.9990,12.2740
83.93,"","","",180.0572,7.1390,150.2174,15.0000,37.0000,12.2970
83.97,"","","",180.0915,7.0486,150.2015,14.9069,36.9990,12.3200
84.00,"","","",180.0562,6.9582,150.1624,14.8137,37.0000,12.3190
84.03,"","","",180.0436,6.8679,150.1289,14.8137,37.0000,12.3150
84.07,"","","",180.0734,6.5968,150.0851,14.8137,37.0010,12.2820
84.10,"","","",180.0427,6.4160,150.0571,14.7205,37.0000,12.3000
84.13,"","","",180.0047,6.3257,150.0273,14.7205,36.9990,12.3320
84.17,"","","",180.0084,6.2353,149.9919,14.6274,37.0000,12.3160
84.20,"","","",180.0020,6.2353,149.9481,14.7205,37.0010,12.2880
84.23,"","","",179.9930,6.2353,149.9155,14.7205,37.0020,12.2450
84.27,"","","",179.9803,6.0546,149.8978,14.7205,37.0010,12.2280
84.30,"","","",179.9568,5.9642,149.8652,14.7205,37.0000,12.2510
84.33,"","","",179.9388,5.9642,149.8522,14.7205,37.0000,12.2680
84.37,"","","",179.9189,5.9642,149.8037,14.7205,37.0000,12.2890
84.40,"","","",179.8981,6.0546,149.7553,14.7205,37.0000,12.3020
84.43,"","","",179.8873,6.0546,149.7227,14.7205,37.0010,12.2630
84.47,"","","",179.8719,5.9642,149.7003,14.7205,37.0010,12.2390
84.50,"","","",179.8809,5.9642,149.6565,14.9069,37.0000,12.2340
84.53,"","","",179.8927,5.9642,149.6109,15.0000,36.9990,12.2650
84.57,"","","",179.8565,5.9642,149.6062,15.0932,36.9990,12.2820
84.60,"","","",179.8466,6.0546,149.5680,15.1864,37.0000,12.3060
84.63,"","","",179.8240,6.0546,149.5279,15.1864,37.0010,12.2760
84.67,"","","",179.7969,6.0546,149.4832,15.3727,37.0000,12.2480
84.70,"","","",179.7861,6.0546,149.4869,15.3727,37.0000,12.2230
84.73,"","","",179.7608,6.1449,149.4553,15.3727,37.0000,12.2250
84.77,"","","",179.7526,6.2353,149.4376,15.3727,36.9990,12.2480
84.80,"","","",179.7942,6.2353,149.3928,15.3727,37.0000,12.2660
84.83,"","","",179.7517,6.2353,149.3714,15.3727,37.0010,12.2350
84.87,"","","",179.7147,6.3257,149.3407,15.3727,37.0020,12.1910
84.90,"","","",179.6776,6.3257,149.3071,15.3727,37.0010,12.1930
84.93,"","","",179.6641,6.3257,149.2876,15.2795,36.9990,12.2140
84.97,"","","",179.6397,6.4160,149.2689,15.1864,37.0010,12.1670
85.00,"","","",179.6577,6.4160,149.2298,15.1864,37.0000,12.2030
85.03,"","","",179.6388,6.5968,149.1907,15.2795,37.0000,12.2300
85.07,"","","",179.6116,6.6871,149.1590,15.2795,36.9990,12.2510
85.10,"","","",179.5936,6.7775,149.1366,15.3727,37.0010,12.2210
85.13,"","","",179.5963,6.6871,149.0966,15.4659,37.0000,12.2320
85.17,"","","",179.6198,6.6871,149.0724,15.4659,36.9990,12.2700
85.20,"","","",179.6107,6.7775,149.0481,15.3727,37.0000,12.2430
85.23,"","","",179.5827,6.8679,149.0276,15.3727,37.0000,12.2330
85.27,"","","",179.5836,6.8679,148.9866,15.3727,37.0010,12.2010
85.30,"","","",179.5674,6.7775,148.9494,15.2795,36.9990,12.2410
85.33,"","","",179.5601,6.7775,148.9046,15.2795,36.9990,12.2690
85.37,"","","",179.5267,6.8679,148.8842,15.1864,36.9990,12.3020
85.40,"","","",179.4869,6.7775,148.8515,15.1864,36.9990,12.3240
85.43,"","","",179.4851,6.7775,148.8487,15.0932,37.0020,12.2700
85.47,"","","",179.5141,6.7775,148.8115,15.0000,37.0020,12.2330
85.50,"","","",179.4906,6.6871,148.7910,14.9069,37.0020,12.2050
85.53,"","","",179.4634,6.6871,148.7472,14.9069,37.0010,12.1920
85.57,"","","",179.4427,6.6871,148.7407,14.9069,37.0000,12.1880
85.60,"","","",179.4156,6.6871,148.7146,14.8137,37.0000,12.2210
85.63,"","","",179.3930,6.6871,148.6848,14.7205,37.0010,12.1870
85.67,"","","",179.3948,6.6871,148.6373,14.6274,37.0000,12.2040
85.70,"","","",179.3993,6.6871,148.5730,14.6274,36.9990,12.2440
85.73,"","","",179.3848,6.6871,148.5236,14.7205,36.9990,12.2670
85.77,"","","",179.3884,6.5968,148.5227,14.7205,37.0000,12.2560
85.80,"","","",179.3902,6.5968,148.5022,14.7205,37.0000,12.2260
85.83,"","","",179.3740,6.5064,148.4519,14.8137,36.9990,12.2670
85.87,"","","",179.3731,6.3257,148.4192,14.9069,36.9990,12.3070
85.90,"","","",179.3559,6.2353,148.3838,14.9069,37.0000,12.2890
85.93,"","","",179.3143,6.1449,148.3624,15.0000,37.0020,12.2370
85.97,"","","",179.3044,6.1449,148.3317,15.0932,37.0020,12.2050
86.00,"","","",179.3523,6.0546,148.3158,15.1864,37.0010,12.1990
86.03,"","","",179.3478,5.8738,148.3084,15.0932,37.0010,12.1720
86.07,"","","",179.2836,5.8738,148.2795,15.0932,37.0010,12.1470
86.10,"","","",179.2402,5.8738,148.2329,15.0932,37.0000,12.1530
86.13,"","","",179.2122,5.8738,148.2096,15.0932,36.9970,12.2100
86.17,"","","",179.2104,5.8738,148.1863,15.0932,36.9960,12.2650
86.20,"","","",179.2113,5.8738,148.1491,15.0932,36.9970,12.2820
86.23,"","","",179.1960,5.8738,148.1211,15.0932,36.9980,12.3010
86.27,"","","",179.1905,5.9642,148.1071,15.0000,36.9990,12.3180
86.30,"","","",179.1914,6.0546,148.0661,15.0000,36.9990,12.3430
86.33,"","","",179.1851,5.9642,148.0307,14.9069,37.0000,12.3310
86.37,"","","",179.1454,6.0546,147.9720,15.0000,37.0000,12.3450
86.40,"","","",179.1417,6.1449,147.9199,15.0932,37.0010,12.3140
86.43,"","","",179.1499,6.1449,147.9050,15.0932,37.0000,12.3220
86.47,"","","",179.1417,6.1449,147.9003,15.1864,37.0020,12.2680
86.50,"","","",179.1399,6.0546,147.8686,15.1864,37.0000,12.2860
86.53,"","","",179.0740,6.1449,147.8509,15.0932,36.9990,12.3110
86.57,"","","",179.0279,6.2353,147.8342,15.0932,37.0000,12.3040
86.60,"","","",179.0252,6.2353,147.7689,15.0932,37.0000,12.3300
86.63,"","","",179.0152,6.3257,147.7307,15.0932,37.0000,12.3140
86.67,"","","",178.9728,6.4160,147.7093,15.1864,37.0000,12.3140
86.70,"","","",178.9809,6.5064,147.7037,15.1864,37.0010,12.2770
86.73,"","","",178.9854,6.5968,147.6273,15.1864,37.0000,12.2850
86.77,"","","",178.9800,6.6871,147.5863,15.2795,37.0000,12.2840
86.80,"","","",178.9881,6.5968,147.5919,15.2795,37.0020,12.2420
86.83,"","","",178.9935,6.5968,147.5668,15.1864,36.9990,12.2840
86.87,"","","",178.9691,6.5968,147.5509,15.1864,37.0020,12.2220
86.90,"","","",178.9529,6.5968,147.5211,15.0932,37.0010,12.2330
86.93,"","","",178.9493,6.5968,147.5043,15.0000,36.9990,12.2670
86.97,"","","",178.9321,6.6871,147.4913,14.8137,36.9990,12.3010
87.00,"","","",178.9023,6.6871,147.4261,14.8137,37.0010,12.2590
87.03,"","","",178.8580,6.7775,147.3860,14.8137,37.0010,12.2440
87.07,"","","",178.8363,6.8679,147.3702,14.9069,36.9980,12.3100
87.10,"","","",178.8273,6.9582,147.3422,14.8137,36.9990,12.3220
87.13,"","","",178.8146,7.0486,147.2947,14.8137,37.0000,12.2940
87.17,"","","",178.7983,7.0486,147.2714,14.9069,37.0000,12.2950
87.20,"","","",178.7956,7.0486,147.2351,14.9069,37.0000,12.2900
87.23,"","","",178.7785,7.0486,147.1801,15.0000,37.0000,12.2760
87.27,"","","",178.7676,7.0486,147.1680,15.0932,37.0010,12.2350
87.30,"","","",178.7721,7.0486,147.1596,15.0932,37.0000,12.2460
87.33,"","","",178.7667,6.9582,147.1326,15.0932,37.0000,12.2240
87.37,"","","",178.7179,6.8679,147.1112,15.0000,36.9990,12.2790
87.40,"","","",178.7242,6.8679,147.0860,15.0000,36.9990,12.2850
87.43,"","","",178.7261,6.8679,147.0683,14.9069,36.9990,12.3400
87.47,"","","",178.7270,6.8679,147.0282,14.8137,37.0010,12.2950
87.50,"","","",178.7044,6.8679,146.9677,14.8137,37.0020,12.2730
87.53,"","","",178.6664,6.8679,146.9584,14.8137,37.0010,12.2480
87.57,"","","",178.6411,6.9582,146.9239,14.7205,36.9990,12.2790
87.60,"","","",178.6402,6.9582,146.8689,14.7205,36.9990,12.3160
87.63,"","","",178.6691,6.8679,146.8065,14.8137,37.0000,12.3110
87.67,"","","",178.6483,6.6871,146.7851,14.8137,37.0000,12.3140
87.70,"","","",178.6366,6.6871,146.7748,14.9069,37.0010,12.2620
87.73,"","","",178.6239,6.5968,146.7814,14.9069,37.0000,12.2860
87.77,"","","",178.6077,6.5064,146.7338,15.0000,36.9990,12.3150
87.80,"","","",178.5914,6.4160,146.7031,15.0000,37.0010,12.2800
87.83,"","","",178.5516,6.3257,146.6407,15.0000,37.0020,12.2450
87.87,"","","",178.5146,6.3257,146.6164,15.0000,37.0010,12.2100
87.90,"","","",178.5047,6.5064,146.6025,15.0000,37.0020,12.1610
87.93,"","","",178.5272,6.5064,146.5894,15.0000,37.0010,12.1490
87.97,"","","",178.5327,6.5064,146.5717,15.0000,37.0010,12.1240
88.00,"","","",178.5065,6.5968,146.5466,15.0000,36.9990,12.1530
88.03,"","","",178.4992,6.5968,146.5102,14.9069,36.9970,12.2130
88.07,"","","",178.4956,6.5968,146.5009,14.9069,36.9980,12.2160
88.10,"","","",178.4568,6.5968,146.4618,15.0000,36.9980,12.2670
88.13,"","","",178.4513,6.5064,146.4404,14.9069,36.9990,12.2890
88.17,"","","",178.4287,6.5064,146.4208,14.9069,36.9990,12.3070
88.20,"","","",178.4016,6.4160,146.3668,14.8137,36.9990,12.3210
88.23,"","","",178.4170,6.4160,146.3127,14.8137,37.0010,12.2940
88.27,"","","",178.3971,6.3257,146.3090,14.8137,37.0020,12.2540
88.30,"","","",178.3763,6.2353,146.2838,14.6274,37.0010,12.2240
88.33,"","","",178.3483,6.2353,146.2615,14.6274,37.0010,12.1900
88.37,"","","",178.3248,6.3257,146.2400,14.5342,37.0020,12.1540
88.40,"","","",178.3357,6.4160,146.1981,14.5342,37.0010,12.1390
88.43,"","","",178.3429,6.4160,146.1264,14.5342,37.0000,12.1700
88.47,"","","",178.3546,6.3257,146.0798,14.6274,36.9970,12.2280
88.50,"","","",178.3556,6.3257,146.0416,14.7205,36.9980,12.2250
88.53,"","","",178.3601,6.2353,145.9987,14.8137,36.9990,12.2610
88.57,"","","",178.3393,6.1449,145.9950,14.9069,36.9990,12.2850
88.60,"","","",178.3266,6.0546,146.0090,15.0000,36.9970,12.3530
88.63,"","","",178.3149,5.9642,145.9876,14.9069,36.9980,12.3580
88.67,"","","",178.3293,5.8738,145.9279,14.9069,37.0000,12.3520
88.70,"","","",178.3230,5.7835,145.8674,14.9069,37.0000,12.3910
88.73,"","","",178.3049,5.6931,145.8096,15.0000,37.0010,12.3400
88.77,"","","",178.2643,5.6027,145.7956,15.0932,37.0010,12.3180
88.80,"","","",178.2507,5.5124,145.7975,15.0000,37.0010,12.2620
88.83,"","","",178.2055,5.5124,145.7789,15.0000,37.0010,12.2500
88.87,"","","",178.1658,5.6027,145.7574,15.0000,36.9990,12.2840
88.90,"","","",178.1676,5.6931,145.7118,15.0000,36.9990,12.3180
88.93,"","","",178.1893,5.6931,145.6782,15.0000,37.0000,12.3400
88.97,"","","",178.1884,5.6027,145.6279,15.1864,37.0000,12.3400
89.00,"","","",178.1558,5.6027,145.6112,15.2795,37.0000,12.3640
89.03,"","","",178.1549,5.5124,145.5879,15.3727,37.0010,12.3350
89.07,"","","",178.1170,5.5124,145.5720,15.2795,37.0020,12.2580
89.10,"","","",178.0971,5.5124,145.5124,15.3727,37.0010,12.2550
89.13,"","","",178.0998,5.5124,145.4956,15.3727,37.0010,12.2120
89.17,"","","",178.0872,5.5124,145.4798,15.4659,37.0000,12.2230
89.20,"","","",178.0736,5.6027,145.4593,15.4659,36.9990,12.2560
89.23,"","","",178.0808,5.6931,145.4258,15.4659,37.0000,12.2580
89.27,"","","",178.0691,5.6931,145.4071,15.4659,37.0000,12.2780
89.30,"","","",178.0781,5.6027,145.3317,15.4659,37.0000,12.2850
89.33,"","","",178.0591,5.6027,145.2860,15.4659,36.9990,12.3210
89.37,"","","",178.0257,5.6027,145.2776,15.5590,36.9990,12.3560
89.40,"","","",177.9869,5.6931,145.2860,15.3727,37.0000,12.3610
89.43,"","","",177.9525,5.7835,145.2674,15.2795,37.0000,12.3650
89.47,"","","",177.9444,5.8738,145.2329,15.1864,37.0010,12.3240
89.50,"","","",177.9363,5.9642,145.1798,15.0932,37.0010,12.2820
89.53,"","","",177.9272,6.1449,145.1621,15.0000,37.0000,12.2990
89.57,"","","",177.9254,6.2353,145.1360,15.0000,37.0000,12.2760
89.60,"","","",177.8902,6.3257,145.0708,15.0000,37.0020,12.2200
89.63,"","","",177.8884,6.4160,145.0195,15.0000,37.0010,12.2080
89.67,"","","",177.8820,6.5968,145.0205,14.9069,37.0000,12.1840
89.70,"","","",177.8621,6.7775,145.0093,14.8137,36.9990,12.2290
89.73,"","","",177.8486,6.9582,144.9813,14.6274,36.9990,12.2670
89.77,"","","",177.8748,6.9582,144.9404,14.6274,36.9990,12.2950
89.80,"","","",177.8757,6.8679,144.8900,14.7205,36.9980,12.3210
89.83,"","","",177.8694,6.8679,144.8425,14.8137,37.0000,12.3500
89.87,"","","",177.8504,6.7775,144.8388,14.9069,36.9990,12.3840
