"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [C]","1: Peltier power [%]"
72.53,"","","",187.8974,6.8679,173.1227,14.0684,37.0000,8.4690
72.57,"","","",187.9154,6.9582,173.1302,13.9752,37.0000,8.4720
72.60,"","","",187.8928,6.9582,173.0826,13.7888,37.0000,8.4430
72.63,"","","",187.8883,6.9582,173.0156,13.7888,37.0000,8.4220
72.67,"","","",187.8955,6.8679,172.9811,13.8820,36.9990,8.4630
72.70,"","","",187.8693,6.7775,172.9746,13.9752,36.9990,8.4960
72.73,"","","",187.8630,6.6871,172.9550,13.9752,37.0000,8.5040
72.77,"","","",187.8693,6.5968,172.9485,13.7888,37.0010,8.4750
72.80,"","","",187.8730,6.5064,172.9047,13.7888,37.0000,8.4710
72.83,"","","",187.8187,6.4160,172.8516,13.6957,37.0000,8.4510
72.87,"","","",187.7880,6.5064,172.7957,13.6957,36.9990,8.4810
72.90,"","","",187.7717,6.5064,172.7556,13.7888,37.0010,8.4480
72.93,"","","",187.7519,6.5064,172.7519,13.9752,37.0000,8.4490
72.97,"","","",187.7401,6.5968,172.7538,13.9752,37.0000,8.4580
73.00,"","","",187.7275,6.6871,172.7025,14.0684,36.9990,8.4920
73.03,"","","",187.7220,6.6871,172.6438,14.1615,37.0000,8.4750
73.07,"","","",187.7483,6.5064,172.6038,14.1615,37.0010,8.4410
73.10,"","","",187.7184,6.4160,172.6140,14.1615,37.0000,8.4690
73.13,"","","",187.7085,6.3257,172.5851,14.2547,37.0010,8.4160
73.17,"","","",187.6995,6.1449,172.5563,14.2547,37.0010,8.4020
73.20,"","","",187.7103,5.9642,172.5488,14.3479,37.0000,8.3900
73.23,"","","",187.6751,5.8738,172.5227,14.2547,37.0000,8.3980
73.27,"","","",187.6751,5.7835,172.5199,14.2547,36.9990,8.4340
73.30,"","","",187.6615,5.7835,172.5022,14.1615,36.9990,8.4740
73.33,"","","",187.6534,5.7835,172.4547,14.1615,37.0020,8.4120
73.37,"","","",187.6272,5.7835,172.3923,14.1615,37.0010,8.4010
73.40,"","","",187.6226,5.7835,172.3308,14.1615,37.0020,8.3710
73.43,"","","",187.5820,5.7835,172.3187,14.0684,37.0000,8.3930
73.47,"","","",187.5666,5.7835,172.3299,14.0684,37.0000,8.4270
73.50,"","","",187.5558,5.7835,172.3075,14.0684,37.0000,8.4030
73.53,"","","",187.5467,5.7835,172.2684,14.0684,37.0000,8.4200
73.57,"","","",187.5169,5.7835,172.2441,14.0684,37.0000,8.4360
73.60,"","","",187.5070,5.7835,172.2535,13.9752,36.9990,8.4730
73.63,"","","",187.5196,5.7835,172.2208,13.8820,37.0010,8.4450
73.67,"","","",187.5232,5.8738,172.1901,13.8820,37.0010,8.4030
73.70,"","","",187.5079,5.8738,172.1594,13.8820,37.0010,8.3850
73.73,"","","",187.5232,5.8738,172.1305,13.8820,37.0010,8.3540
73.77,"","","",187.4979,5.8738,172.0774,13.8820,37.0020,8.2990
73.80,"","","",187.5061,5.8738,172.0373,13.8820,37.0020,8.2820
73.83,"","","",187.5124,5.8738,172.0028,13.8820,37.0020,8.2320
73.87,"","","",187.4690,5.8738,171.9814,13.8820,37.0010,8.2120
73.90,"","","",187.4555,5.8738,171.9441,13.7888,36.9980,8.2830
73.93,"","","",187.4157,5.8738,171.9451,13.6957,36.9980,8.3130
73.97,"","","",187.4193,5.8738,171.9423,13.6957,36.9980,8.3400
74.00,"","","",187.4256,5.7835,171.8892,13.6957,36.9980,8.3790
74.03,"","","",187.4293,5.6931,171.8640,13.6957,36.9980,8.4130
74.07,"","","",187.4021,5.6027,171.8174,13.6025,36.9980,8.4300
74.10,"","","",187.3868,5.5124,171.7895,13.6025,36.9990,8.4280
74.13,"","","",187.3732,5.4220,171.7625,13.5093,37.0000,8.4220
74.17,"","","",187.3877,5.3316,171.7410,13.5093,37.0000,8.4040
74.20,"","","",187.4012,5.2413,171.7308,13.5093,37.0000,8.4060
74.23,"","","",187.3488,5.2413,171.7094,13.6025,37.0010,8.3690
74.27,"","","",187.3271,5.3316,171.6926,13.5093,37.0010,8.3460
74.30,"","","",187.3181,5.3316,171.6432,13.5093,37.0000,8.3500
74.33,"","","",187.3136,5.4220,171.5948,13.5093,37.0000,8.3610
74.37,"","","",187.2982,5.4220,171.5566,13.6957,37.0000,8.3450
74.40,"","","",187.2720,5.4220,171.5286,13.7888,37.0000,8.3550
74.43,"","","",187.2521,5.4220,171.5212,13.8820,37.0010,8.3360
74.47,"","","",187.2250,5.5124,171.5044,13.8820,37.0010,8.2870
74.50,"","","",187.2097,5.6027,171.4923,13.8820,37.0000,8.3090
74.53,"","","",187.2006,5.6027,171.4792,13.8820,36.9970,8.3670
74.57,"","","",187.1798,5.6931,171.4531,13.7888,36.9980,8.3900
74.60,"","","",187.1762,5.6931,171.4187,13.6957,36.9970,8.4220
74.63,"","","",187.1600,5.6931,171.3507,13.6025,36.9990,8.4350
74.67,"","","",187.1618,5.6931,171.2948,13.6957,37.0000,8.4620
74.70,"","","",187.1708,5.6931,171.2836,13.7888,36.9980,8.5110
74.73,"","","",187.1798,5.6931,171.2752,13.8820,37.0010,8.4730
74.77,"","","",187.1744,5.6931,171.2342,13.9752,37.0010,8.4360
74.80,"","","",187.1618,5.6931,171.1774,14.0684,37.0010,8.4160
74.83,"","","",187.1238,5.6931,171.1541,14.1615,37.0020,8.3660
74.87,"","","",187.0859,5.7835,171.1541,14.1615,37.0010,8.3530
74.90,"","","",187.0624,5.9642,171.1149,14.2547,37.0010,8.3180
74.93,"","","",187.0380,6.1449,171.1121,14.1615,37.0010,8.2880
74.97,"","","",187.0353,6.3257,171.0944,14.0684,37.0020,8.2580
75.00,"","","",187.0714,6.3257,171.0646,13.9752,36.9990,8.3160
75.03,"","","",187.0569,6.3257,170.9948,13.9752,36.9970,8.3670
75.07,"","","",187.0100,6.3257,170.9696,13.9752,36.9970,8.3800
75.10,"","","",186.9856,6.4160,170.9771,13.9752,36.9980,8.4210
75.13,"","","",186.9937,6.4160,170.9482,13.9752,36.9980,8.4350
75.17,"","","",187.0380,6.2353,170.9295,13.9752,36.9990,8.4480
75.20,"","","",187.0045,6.2353,170.8979,13.9752,37.0000,8.4690
75.23,"","","",186.9467,6.2353,170.8680,13.9752,37.0010,8.4070
75.27,"","","",186.9178,6.3257,170.8466,13.9752,37.0030,8.3630
75.30,"","","",186.9232,6.4160,170.7861,13.9752,37.0000,8.3790
75.33,"","","",186.9196,6.4160,170.7376,13.9752,37.0010,8.3550
75.37,"","","",186.9187,6.4160,170.7348,13.9752,37.0010,8.3380
75.40,"","","",186.8997,6.3257,170.7153,13.9752,37.0000,8.3490
75.43,"","","",186.8690,6.4160,170.6938,13.9752,36.9990,8.3830
75.47,"","","",186.8708,6.4160,170.6621,14.0684,36.9990,8.4250
75.50,"","","",186.8681,6.3257,170.6156,14.0684,36.9990,8.4360
75.53,"","","",186.8862,6.1449,170.6081,14.0684,37.0010,8.4060
75.57,"","","",186.8889,6.0546,170.5792,13.9752,37.0010,8.3820
75.60,"","","",186.8762,5.9642,170.5457,13.9752,36.9990,8.4120
75.63,"","","",186.8771,5.7835,170.4954,13.9752,37.0000,8.4030
75.67,"","","",186.8202,5.7835,170.4889,13.9752,37.0000,8.4120
75.70,"","","",186.7696,5.7835,170.4758,13.9752,37.0010,8.3720
75.73,"","","",186.7398,5.8738,170.4441,14.0684,37.0000,8.3720
75.77,"","","",186.7497,5.8738,170.4003,14.0684,36.9990,8.4100
75.80,"","","",186.7605,5.8738,170.3677,14.0684,37.0010,8.3640
75.83,"","","",186.7461,5.9642,170.3109,14.0684,37.0000,8.3950
75.87,"","","",186.7090,6.0546,170.3007,14.0684,36.9990,8.4210
75.90,"","","",186.6846,6.1449,170.2690,13.9752,37.0000,8.4330
75.93,"","","",186.7081,6.2353,170.2597,13.9752,37.0010,8.3730
75.97,"","","",186.7407,6.1449,170.2513,13.8820,37.0020,8.3470
76.00,"","","",186.7352,6.0546,170.2354,13.8820,37.0000,8.3410
76.03,"","","",186.7416,5.9642,170.2047,13.8820,36.9990,8.3800
76.07,"","","",186.7352,5.7835,170.1609,13.8820,36.9990,8.4000
76.10,"","","",186.6846,5.6931,170.0994,13.8820,37.0010,8.3680
76.13,"","","",186.6232,5.6027,170.0715,14.0684,37.0010,8.3160
76.17,"","","",186.5807,5.6931,170.0733,14.0684,37.0010,8.3110
76.20,"","","",186.5798,5.7835,170.0566,14.0684,37.0000,8.3300
76.23,"","","",186.5879,5.8738,170.0230,14.0684,37.0010,8.2930
76.27,"","","",186.5843,5.9642,169.9923,14.0684,37.0020,8.2740
76.30,"","","",186.5898,5.9642,169.9243,14.0684,37.0000,8.2580
76.33,"","","",186.5753,5.9642,169.9177,14.0684,36.9970,8.3310
76.37,"","","",186.5635,5.8738,169.9233,14.0684,36.9980,8.3430
76.40,"","","",186.5635,5.8738,169.8861,14.0684,36.9990,8.3670
76.43,"","","",186.5888,5.8738,169.8423,14.0684,37.0000,8.3890
76.47,"","","",186.5509,5.8738,169.8404,13.9752,37.0000,8.3920
76.50,"","","",186.5428,5.6931,169.8134,13.8820,37.0010,8.3410
76.53,"","","",186.5166,5.6027,169.7314,13.9752,37.0010,8.3190
76.57,"","","",186.4741,5.6931,169.6979,13.9752,37.0000,8.3240
76.60,"","","",186.4388,5.8738,169.7081,13.9752,37.0000,8.3470
76.63,"","","",186.4587,5.9642,169.6857,13.8820,37.0000,8.3350
76.67,"","","",186.4614,5.9642,169.6149,14.0684,37.0000,8.3450
76.70,"","","",186.4578,5.8738,169.6121,14.0684,37.0010,8.3040
76.73,"","","",186.4678,5.8738,169.5637,14.0684,37.0010,8.2900
76.77,"","","",186.4388,5.8738,169.5553,14.0684,37.0020,8.2540
76.80,"","","",186.4117,5.9642,169.5684,13.9752,37.0010,8.2280
76.83,"","","",186.4226,5.8738,169.5292,13.9752,37.0000,8.2110
76.87,"","","",186.4298,5.7835,169.4929,13.9752,37.0000,8.2260
76.90,"","","",186.4452,5.6027,169.4547,13.8820,37.0000,8.2070
76.93,"","","",186.4415,5.4220,169.3997,13.9752,37.0000,8.2080
76.97,"","","",186.4099,5.2413,169.3652,14.0684,37.0000,8.2430
77.00,"","","",186.3647,5.1509,169.3727,14.0684,36.9980,8.2900
77.03,"","","",186.3485,5.2413,169.3531,13.9752,36.9990,8.2930
77.07,"","","",186.3340,5.3316,169.3056,13.9752,36.9990,8.3340
77.10,"","","",186.3105,5.4220,169.3047,13.8820,36.9990,8.3500
77.13,"","","",186.3268,5.4220,169.2814,13.8820,37.0000,8.3290
77.17,"","","",186.2970,5.4220,169.2525,13.8820,37.0010,8.2930
77.20,"","","",186.2708,5.5124,169.2218,13.8820,37.0000,8.3050
77.23,"","","",186.2798,5.6027,169.2003,13.8820,36.9990,8.3360
77.27,"","","",186.2527,5.6931,169.1677,13.8820,37.0010,8.3030
77.30,"","","",186.2355,5.6931,169.1323,13.8820,37.0000,8.3170
77.33,"","","",186.2373,5.6027,169.0857,13.7888,36.9990,8.3350
77.37,"","","",186.2328,5.5124,169.0690,13.7888,36.9990,8.3640
77.40,"","","",186.2211,5.4220,169.0652,13.6957,37.0000,8.3900
77.43,"","","",186.2265,5.3316,169.0187,13.6957,37.0010,8.3600
77.47,"","","",186.1948,5.3316,169.0084,13.6957,37.0020,8.3240
77.50,"","","",186.1723,5.5124,168.9572,13.6957,37.0020,8.2960
77.53,"","","",186.1750,5.6027,168.9218,13.6957,37.0010,8.2790
77.57,"","","",186.1976,5.6027,168.8836,13.6957,36.9990,8.3030
77.60,"","","",186.1677,5.6027,168.8957,13.6957,36.9990,8.3370
77.63,"","","",186.1280,5.6931,168.8724,13.6957,37.0000,8.3690
77.67,"","","",186.1198,5.6931,168.8295,13.6957,37.0010,8.3340
77.70,"","","",186.1406,5.6931,168.7736,13.6957,37.0010,8.2990
77.73,"","","",186.1289,5.6931,168.7448,13.6957,37.0020,8.2800
77.77,"","","",186.0864,5.6027,168.7354,13.6957,37.0020,8.2370
77.80,"","","",186.0367,5.6931,168.7103,13.6957,37.0000,8.2320
77.83,"","","",186.0078,5.7835,168.6656,13.6025,37.0000,8.2170
77.87,"","","",186.0042,5.8738,168.6628,13.6957,37.0000,8.2070
77.90,"","","",185.9915,6.0546,168.6367,13.6957,36.9990,8.2650
77.93,"","","",185.9771,6.2353,168.6003,13.6957,36.9980,8.3180
77.97,"","","",185.9753,6.4160,168.5864,13.6957,36.9990,8.3230
78.00,"","","",186.0159,6.4160,168.5556,13.6957,37.0000,8.3430
78.03,"","","",185.9716,6.4160,168.5426,13.6957,37.0000,8.3380
78.07,"","","",185.9355,6.5064,168.5500,13.6957,37.0030,8.2450
78.10,"","","",185.9373,6.5968,168.5007,13.6025,37.0030,8.2270
78.13,"","","",185.9491,6.5968,168.4494,13.6025,37.0040,8.1980
78.17,"","","",185.9066,6.6871,168.3861,13.6025,37.0030,8.1930
78.20,"","","",185.9102,6.5968,168.3851,13.6025,37.0000,8.2100
78.23,"","","",185.9491,6.5064,168.3814,13.6025,36.9980,8.2730
78.27,"","","",185.9599,6.2353,168.3357,13.6025,36.9990,8.2830
78.30,"","","",185.9075,6.1449,168.2864,13.6957,37.0000,8.2860
78.33,"","","",185.8768,6.1449,168.2342,13.7888,37.0010,8.2560
78.37,"","","",185.8524,6.1449,168.2351,13.8820,37.0010,8.2210
78.40,"","","",185.8569,6.1449,168.2342,13.8820,37.0010,8.1800
78.43,"","","",185.8225,6.1449,168.1932,13.8820,37.0000,8.2030
78.47,"","","",185.7882,6.2353,168.1448,13.8820,37.0000,8.2240
78.50,"","","",185.7783,6.2353,168.1326,13.8820,37.0000,8.2100
78.53,"","","",185.7864,6.3257,168.1298,13.7888,36.9990,8.2380
78.57,"","","",185.8009,6.2353,168.1103,13.6957,36.9990,8.2850
78.60,"","","",185.8144,6.2353,168.0618,13.6957,36.9990,8.3120
78.63,"","","",185.8063,6.1449,168.0497,13.6025,37.0000,8.2930
78.67,"","","",185.7755,6.0546,168.0059,13.6957,37.0000,8.2690
78.70,"","","",185.7304,6.1449,167.9733,13.6957,37.0010,8.2220
78.73,"","","",185.7331,6.0546,167.9416,13.6025,37.0020,8.1970
78.77,"","","",185.7295,6.0546,167.8820,13.6957,37.0010,8.1620
78.80,"","","",185.6870,6.0546,167.8466,13.7888,37.0010,8.1300
78.83,"","","",185.7060,6.0546,167.8382,13.7888,37.0010,8.0990
78.87,"","","",185.6861,5.9642,167.8261,13.8820,37.0010,8.0810
78.90,"","","",185.6906,5.8738,167.8075,13.8820,36.9990,8.1290
78.93,"","","",185.6517,5.7835,167.7814,13.8820,36.9980,8.1480
78.97,"","","",185.6427,5.7835,167.7460,13.7888,36.9970,8.1960
79.00,"","","",185.6653,5.6931,167.7385,13.7888,36.9970,8.2350
79.03,"","","",185.6725,5.5124,167.6892,13.8820,36.9970,8.2520
79.07,"","","",185.6373,5.4220,167.6491,13.9752,36.9980,8.2800
79.10,"","","",185.6048,5.4220,167.5960,14.0684,36.9980,8.2970
79.13,"","","",185.5885,5.4220,167.5578,14.1615,36.9990,8.3160
79.17,"","","",185.5542,5.6027,167.5457,14.2547,36.9990,8.3620
79.20,"","","",185.5288,5.6931,167.5280,14.2547,37.0000,8.3670
79.23,"","","",185.5135,5.8738,167.4888,14.3479,37.0020,8.3060
79.27,"","","",185.5171,5.9642,167.4888,14.3479,37.0020,8.2780
79.30,"","","",185.5334,5.9642,167.4749,14.3479,37.0020,8.2410
79.33,"","","",185.5758,5.8738,167.4646,14.2547,37.0030,8.1950
79.37,"","","",185.5740,5.7835,167.4395,14.1615,37.0010,8.1900
79.40,"","","",185.5614,5.6931,167.4171,13.9752,37.0000,8.2150
79.43,"","","",185.5108,5.6931,167.3547,13.9752,37.0000,8.2150
79.47,"","","",185.5008,5.6931,167.3388,13.8820,36.9990,8.2610
79.50,"","","",185.4647,5.7835,167.2941,13.9752,37.0000,8.2880
79.53,"","","",185.4322,5.7835,167.2848,13.8820,37.0000,8.2620
79.57,"","","",185.4168,5.7835,167.2392,13.8820,37.0010,8.2220
79.60,"","","",185.4150,5.7835,167.1991,13.8820,37.0010,8.1990
79.63,"","","",185.3761,5.7835,167.1506,13.9752,37.0010,8.1640
79.67,"","","",185.4231,5.7835,167.1404,14.0684,37.0000,8.1690
79.70,"","","",185.4358,5.6931,167.1329,14.0684,36.9990,8.1960
79.73,"","","",185.4186,5.6027,167.1050,14.0684,37.0000,8.1910
79.77,"","","",185.3870,5.6027,167.0826,13.9752,36.9990,8.2330
79.80,"","","",185.3337,5.7835,167.0556,14.0684,37.0010,8.2020
79.83,"","","",185.2984,5.9642,167.0696,13.9752,37.0020,8.1600
79.87,"","","",185.3011,6.0546,167.0258,13.7888,37.0010,8.1370
79.90,"","","",185.3011,6.1449,166.9913,13.6957,37.0000,8.1380
79.93,"","","",185.2903,6.0546,166.9718,13.6025,36.9990,8.1740
79.97,"","","",185.3011,6.0546,166.9196,13.6025,36.9990,8.2140
80.00,"","","",185.2966,5.9642,166.9047,13.5093,37.0000,8.2360
80.03,"","","",185.2722,5.9642,166.8833,13.4162,36.9990,8.2800
80.07,"","","",185.2406,6.0546,166.8432,13.4162,36.9980,8.3130
80.10,"","","",185.2108,6.1449,166.8059,13.4162,37.0000,8.2970
80.13,"","","",185.2108,6.2353,166.7770,13.5093,37.0020,8.2480
80.17,"","","",185.2352,6.1449,166.7370,13.6025,37.0030,8.1900
80.20,"","","",185.2225,6.1449,166.6876,13.6025,37.0030,8.1550
80.23,"","","",185.1891,6.1449,166.6802,13.6025,37.0020,8.1460
80.27,"","","",185.1900,6.1449,166.7006,13.6025,37.0010,8.1370
80.30,"","","",185.1611,6.2353,166.6522,13.5093,37.0000,8.1200
80.33,"","","",185.1583,6.2353,166.5972,13.5093,37.0000,8.1000
80.37,"","","",185.1592,6.1449,166.5786,13.5093,36.9980,8.1440
80.40,"","","",185.1855,5.9642,166.5516,13.5093,37.0000,8.1190
80.43,"","","",185.1918,5.8738,166.5376,13.6025,36.9990,8.1570
80.47,"","","",185.1674,5.7835,166.5218,13.6957,36.9990,8.1650
80.50,"","","",185.1041,5.8738,166.5031,13.6957,37.0010,8.1220
80.53,"","","",185.0725,5.9642,166.4286,13.7888,36.9990,8.1520
80.57,"","","",185.0716,6.0546,166.3764,13.8820,37.0010,8.1210
80.60,"","","",185.0535,6.1449,166.3755,13.9752,37.0000,8.1580
80.63,"","","",185.0454,6.2353,166.3690,13.9752,36.9980,8.2060
80.67,"","","",185.0300,6.1449,166.3280,13.9752,36.9990,8.2240
80.70,"","","",185.0291,6.0546,166.3019,13.8820,36.9980,8.2510
80.73,"","","",185.0174,5.9642,166.2935,13.7888,36.9980,8.2930
80.77,"","","",185.0427,5.8738,166.2488,13.7888,37.0000,8.2870
80.80,"","","",185.0535,5.6931,166.2246,13.7888,37.0020,8.2290
80.83,"","","",185.0129,5.6027,166.2069,13.7888,37.0020,8.1960
80.87,"","","",184.9957,5.6027,166.1733,13.7888,37.0010,8.1860
80.90,"","","",184.9903,5.6027,166.1472,13.7888,37.0010,8.1480
80.93,"","","",184.9595,5.6027,166.1621,13.7888,37.0020,8.1120
80.97,"","","",184.9279,5.7835,166.1305,13.7888,37.0000,8.1030
81.00,"","","",184.9071,5.7835,166.0708,13.7888,36.9990,8.1530
81.03,"","","",184.9171,5.6931,166.0522,13.7888,36.9970,8.2110
81.07,"","","",184.9171,5.6027,165.9954,13.8820,36.9980,8.2250
81.10,"","","",184.8990,5.5124,165.9628,13.8820,36.9980,8.2550
81.13,"","","",184.9153,5.5124,165.9357,13.9752,36.9980,8.2790
81.17,"","","",184.9135,5.5124,165.9078,13.8820,36.9980,8.3020
81.20,"","","",184.8891,5.5124,165.8947,13.8820,37.0000,8.2740
81.23,"","","",184.8493,5.6027,165.8454,13.8820,37.0020,8.2210
81.27,"","","",184.8186,5.6931,165.8444,13.7888,37.0020,8.1980
81.30,"","","",184.8023,5.6931,165.8361,13.7888,37.0020,8.1680
81.33,"","","",184.7851,5.7835,165.8277,13.6957,37.0000,8.1690
81.37,"","","",184.7960,5.7835,165.7811,13.6025,37.0000,8.1360
81.40,"","","",184.7815,5.8738,165.7727,13.5093,36.9980,8.2020
81.43,"","","",184.7689,5.9642,165.7382,13.4162,36.9980,8.2240
81.47,"","","",184.7381,6.0546,165.7112,13.4162,36.9980,8.2770
81.50,"","","",184.7083,6.1449,165.6870,13.3230,36.9990,8.2820
81.53,"","","",184.6839,6.2353,165.6544,13.4162,37.0000,8.2660
81.57,"","","",184.6893,6.3257,165.5854,13.5093,37.0020,8.2080
81.60,"","","",184.6948,6.4160,165.5249,13.5093,37.0020,8.1760
81.63,"","","",184.7219,6.4160,165.5128,13.5093,37.0010,8.1710
81.67,"","","",184.7146,6.3257,165.5221,13.6025,37.0010,8.1240
81.70,"","","",184.6631,6.4160,165.4839,13.6025,37.0000,8.1450
81.73,"","","",184.6550,6.3257,165.4634,13.6025,36.9990,8.1940
81.77,"","","",184.6677,6.2353,165.4308,13.6025,36.9990,8.2070
81.80,"","","",184.6704,6.0546,165.4131,13.6025,37.0010,8.1600
81.83,"","","",184.6559,6.0546,165.3888,13.5093,37.0010,8.1320
81.87,"","","",184.6378,6.0546,165.3665,13.5093,37.0010,8.1070
81.90,"","","",184.6017,6.0546,165.3656,13.6025,36.9990,8.1390
81.93,"","","",184.5972,6.0546,165.3255,13.5093,36.9990,8.1740
81.97,"","","",184.6026,6.0546,165.3031,13.5093,37.0000,8.1740
82.00,"","","",184.5800,6.1449,165.2836,13.5093,37.0000,8.1860
82.03,"","","",184.5710,6.1449,165.2137,13.5093,37.0010,8.1470
82.07,"","","",184.5908,6.0546,165.1969,13.5093,36.9990,8.1890
82.10,"","","",184.5764,5.9642,165.1774,13.5093,37.0010,8.1460
82.13,"","","",184.5339,5.8738,165.1550,13.5093,37.0020,8.1190
82.17,"","","",184.5402,5.7835,165.1392,13.5093,37.0010,8.0920
82.20,"","","",184.5267,5.6931,165.1047,13.5093,37.0000,8.0870
82.23,"","","",184.5005,5.6027,165.0413,13.5093,37.0000,8.0820
82.27,"","","",184.5321,5.5124,165.0395,13.5093,37.0010,8.0390
82.30,"","","",184.5185,5.5124,165.0246,13.4162,36.9990,8.0850
82.33,"","","",184.4932,5.5124,164.9882,13.3230,37.0000,8.0570
82.37,"","","",184.4932,5.4220,164.9435,13.3230,37.0010,8.0260
82.40,"","","",184.4463,5.4220,164.9146,13.4162,37.0000,8.0410
82.43,"","","",184.4228,5.4220,164.8913,13.5093,36.9970,8.1020
82.47,"","","",184.4435,5.3316,164.8494,13.6025,36.9990,8.1020
82.50,"","","",184.4345,5.1509,164.7944,13.6957,37.0000,8.0840
82.53,"","","",184.4463,5.0605,164.7730,13.7888,37.0010,8.0580
82.57,"","","",184.4499,4.9702,164.7982,13.8820,36.9990,8.0980
82.60,"","","",184.4119,4.8798,164.7860,13.8820,36.9990,8.1260
82.63,"","","",184.3676,4.9702,164.7637,13.7888,36.9990,8.1460
82.67,"","","",184.3568,5.0605,164.6966,13.7888,36.9990,8.1760
82.70,"","","",184.3387,5.0605,164.6715,13.7888,37.0000,8.1700
82.73,"","","",184.3098,5.1509,164.6621,13.6957,37.0000,8.1420
82.77,"","","",184.3116,5.1509,164.6258,13.6025,36.9990,8.1890
82.80,"","","",184.3351,5.1509,164.5885,13.6025,36.9990,8.2220
82.83,"","","",184.3586,5.1509,164.5531,13.6025,37.0010,8.1900
82.87,"","","",184.3161,5.2413,164.5569,13.5093,37.0020,8.1420
82.90,"","","",184.2962,5.3316,164.5242,13.5093,37.0000,8.1690
82.93,"","","",184.2962,5.4220,164.4944,13.6025,37.0000,8.1840
82.97,"","","",184.2773,5.3316,164.4451,13.6957,37.0010,8.1520
83.00,"","","",184.2456,5.4220,164.4059,13.7888,37.0010,8.1280
83.03,"","","",184.2547,5.4220,164.3649,13.8820,37.0010,8.0820
83.07,"","","",184.2258,5.5124,164.3556,13.9752,37.0000,8.0940
83.10,"","","",184.2285,5.5124,164.3733,13.9752,36.9990,8.1290
83.13,"","","",184.2465,5.4220,164.3593,13.8820,36.9990,8.1560
83.17,"","","",184.2059,5.4220,164.3360,13.7888,36.9980,8.1910
83.20,"","","",184.1923,5.4220,164.2876,13.7888,36.9990,8.2060
83.23,"","","",184.1652,5.5124,164.2513,13.6957,37.0000,8.1890
83.27,"","","",184.1761,5.6027,164.2233,13.6957,37.0010,8.1500
83.30,"","","",184.1869,5.5124,164.2159,13.6025,37.0000,8.1290
83.33,"","","",184.1634,5.5124,164.1842,13.5093,37.0000,8.1180
83.37,"","","",184.1236,5.6027,164.1628,13.4162,37.0000,8.1210
83.40,"","","",184.1074,5.6027,164.1246,13.4162,36.9990,8.1610
83.43,"","","",184.0947,5.6027,164.1013,13.4162,36.9990,8.2020
83.47,"","","",184.0974,5.6931,164.0649,13.3230,36.9980,8.2370
83.50,"","","",184.0857,5.6931,164.0109,13.3230,36.9980,8.2530
83.53,"","","",184.0658,5.7835,163.9727,13.3230,37.0000,8.2470
83.57,"","","",184.0152,5.8738,163.9494,13.4162,37.0010,8.1970
83.60,"","","",183.9592,6.0546,163.9215,13.5093,37.0020,8.1500
83.63,"","","",183.9574,6.1449,163.8860,13.5093,37.0020,8.1130
83.67,"","","",184.0116,6.1449,163.8628,13.5093,37.0030,8.0820
83.70,"","","",184.0125,6.0546,163.8534,13.6025,37.0030,8.0620
83.73,"","","",183.9827,6.1449,163.8199,13.6025,37.0010,8.0460
83.77,"","","",183.9953,6.1449,163.7836,13.6025,37.0020,8.0000
83.80,"","","",184.0017,6.1449,163.7510,13.6957,37.0000,8.0360
83.83,"","","",183.9628,6.1449,163.7211,13.8820,36.9990,8.0850
83.87,"","","",183.9384,6.0546,163.6923,13.9752,36.9990,8.1010
83.90,"","","",183.9167,6.0546,163.6764,13.9752,37.0000,8.1080
83.93,"","","",183.9321,5.9642,163.6774,13.9752,36.9980,8.1740
83.97,"","","",183.9068,6.0546,163.6541,13.8820,36.9990,8.1820
84.00,"","","",183.8887,6.0546,163.6075,13.8820,37.0010,8.1480
84.03,"","","",183.8950,6.1449,163.5758,13.8820,37.0000,8.1500
84.07,"","","",183.8535,6.2353,163.5469,13.8820,37.0010,8.0990
84.10,"","","",183.8327,6.3257,163.5208,13.8820,37.0010,8.0790
84.13,"","","",183.8553,6.3257,163.4901,13.9752,37.0010,8.0420
84.17,"","","",183.8652,6.2353,163.4742,13.9752,36.9990,8.0670
84.20,"","","",183.8345,6.1449,163.4789,13.8820,37.0000,8.0810
84.23,"","","",183.8164,6.1449,163.4687,13.7888,37.0010,8.0460
84.27,"","","",183.8119,6.0546,163.3960,13.7888,37.0000,8.0240
84.30,"","","",183.8155,6.0546,163.3541,13.7888,36.9990,8.0660
84.33,"","","",183.7902,6.0546,163.3485,13.7888,36.9990,8.0950
84.37,"","","",183.7613,6.0546,163.3187,13.8820,36.9990,8.1100
84.40,"","","",183.7604,6.0546,163.2898,13.9752,36.9990,8.1500
84.43,"","","",183.7540,5.9642,163.2581,13.8820,36.9990,8.2010
84.47,"","","",183.7260,5.8738,163.2339,13.7888,36.9990,8.2240
84.50,"","","",183.6890,5.9642,163.2106,13.6957,37.0000,8.2450
84.53,"","","",183.6619,6.0546,163.1798,13.6957,37.0010,8.2160
84.57,"","","",183.6790,6.0546,163.1659,13.6025,37.0020,8.1720
84.60,"","","",183.6962,5.9642,163.1323,13.6025,37.0020,8.1360
84.63,"","","",183.6790,5.8738,163.0932,13.5093,37.0030,8.0960
84.67,"","","",183.6673,5.7835,163.0690,13.5093,37.0010,8.0910
