"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [M]","1A: O2 slope neg. [pmol/(s*mL)]","1B: O2 concentration [M]","1B: O2 slope neg. [pmol/(s*mL)]","1: Block temp. [°C]","1: Peltier power [%]"
74.50,"","","",192.4213,7.3457,63.7217,40.5218,37.0000,13.1290
74.53,"","","",192.4113,7.2550,63.6456,40.5218,37.0020,13.0730
74.57,"","","",192.4204,7.2550,63.5666,40.5218,37.0020,13.0630
74.60,"","","",192.3850,7.2550,63.4933,40.5218,37.0010,13.0340
74.63,"","","",192.3478,7.3457,63.4049,40.5218,37.0010,12.9970
74.67,"","","",192.3624,7.3457,63.3315,40.4278,37.0000,13.0280
74.70,"","","",192.3769,7.3457,63.2545,40.4278,37.0000,13.0450
74.73,"","","",192.3805,7.2550,63.1567,40.4278,37.0000,13.0440
74.77,"","","",192.3587,7.1643,63.0815,40.4278,37.0000,13.0080
74.80,"","","",192.2798,7.1643,63.0100,40.3338,37.0000,13.0040
74.83,"","","",192.2381,7.1643,62.9179,40.3338,36.9990,13.0440
74.87,"","","",192.2590,7.0736,62.8530,40.2398,37.0010,13.0090
74.90,"","","",192.2399,7.1643,62.7750,40.2398,37.0000,12.9900
74.93,"","","",192.2281,7.2550,62.6800,40.1457,37.0000,12.9800
74.97,"","","",192.2263,7.3457,62.6095,40.1457,37.0000,12.9630
75.00,"","","",192.2000,7.5270,62.5399,40.1457,37.0000,12.9990
75.03,"","","",192.1882,7.5270,62.4459,40.0517,36.9990,13.0330
75.07,"","","",192.1692,7.6177,62.3622,40.0517,36.9990,13.0610
75.10,"","","",192.1855,7.6177,62.2917,40.0517,36.9990,13.0760
75.13,"","","",192.1801,7.6177,62.2212,39.9577,36.9990,13.1130
75.17,"","","",192.1719,7.5270,62.1507,39.8637,36.9990,13.1450
75.20,"","","",192.1384,7.5270,62.0755,39.8637,37.0000,13.1110
75.23,"","","",192.1139,7.5270,61.9720,39.7697,37.0000,13.0970
75.27,"","","",192.0776,7.5270,61.8799,39.7697,37.0000,13.0660
75.30,"","","",192.0685,7.5270,61.8122,39.7697,37.0010,13.0440
75.33,"","","",192.0722,7.4364,61.7332,39.7697,37.0000,13.0640
75.37,"","","",192.0849,7.4364,61.6655,39.7697,37.0000,13.0460
75.40,"","","",192.0622,7.3457,61.5894,39.6756,37.0010,13.0230
75.43,"","","",192.0658,7.2550,61.5057,39.6756,37.0010,12.9910
75.47,"","","",192.0776,7.1643,61.4173,39.6756,37.0020,12.9280
75.50,"","","",192.0513,7.0736,61.3468,39.6756,37.0010,12.9280
75.53,"","","",192.0486,6.9829,61.2726,39.5816,36.9990,12.9800
75.57,"","","",192.0431,6.8922,61.1870,39.5816,36.9990,13.0140
75.60,"","","",192.0386,6.7109,61.1061,39.5816,36.9980,13.0440
75.63,"","","",192.0141,6.6202,61.0384,39.4876,36.9990,13.0540
75.67,"","","",191.9842,6.5295,60.9557,39.4876,36.9980,13.0860
75.70,"","","",191.9688,6.5295,60.8843,39.4876,36.9990,13.1000
75.73,"","","",191.9561,6.4388,60.8203,39.4876,37.0000,13.1110
75.77,"","","",191.9534,6.2574,60.7451,39.3936,37.0010,13.0760
75.80,"","","",191.9298,6.1667,60.6539,39.3936,37.0000,13.1000
75.83,"","","",191.8890,6.2574,60.5665,39.3936,37.0000,13.1100
75.87,"","","",191.8618,6.2574,60.5016,39.3936,36.9990,13.1530
75.90,"","","",191.8726,6.2574,60.4264,39.2996,37.0000,13.1770
75.93,"","","",191.8726,6.1667,60.3371,39.2996,37.0010,13.1570
75.97,"","","",191.8699,6.1667,60.2656,39.2056,37.0010,13.1370
76.00,"","","",191.8327,6.1667,60.1960,39.2056,37.0010,13.1130
76.03,"","","",191.8046,6.1667,60.1302,39.1115,37.0010,13.0680
76.07,"","","",191.8128,6.0761,60.0625,39.0175,37.0010,13.0730
76.10,"","","",191.7992,5.9854,59.9657,38.9235,36.9990,13.1100
76.13,"","","",191.7529,6.0761,59.8689,38.9235,37.0000,13.0890
76.17,"","","",191.7303,6.2574,59.7927,38.9235,37.0000,13.1000
76.20,"","","",191.7094,6.3481,59.7109,38.9235,37.0010,13.0810
76.23,"","","",191.7012,6.4388,59.6178,38.9235,37.0000,13.0870
76.27,"","","",191.7493,6.4388,59.5360,39.0175,37.0000,13.1130
76.30,"","","",191.7257,6.5295,59.4665,39.0175,37.0000,13.0900
76.33,"","","",191.7012,6.5295,59.3959,39.0175,36.9990,13.1400
76.37,"","","",191.7012,6.5295,59.3339,39.0175,37.0000,13.1280
76.40,"","","",191.6595,6.6202,59.2568,39.0175,37.0000,13.1180
76.43,"","","",191.6160,6.8016,59.1825,38.9235,37.0010,13.0870
76.47,"","","",191.6042,6.8016,59.1017,38.9235,37.0000,13.0830
76.50,"","","",191.6178,6.8016,59.0227,38.8295,36.9990,13.1130
76.53,"","","",191.6341,6.8016,58.9522,38.8295,36.9990,13.1450
76.57,"","","",191.6069,6.8922,58.8676,38.8295,36.9990,13.1910
76.60,"","","",191.5480,7.0736,58.8093,38.8295,37.0010,13.1540
76.63,"","","",191.5099,7.2550,58.7369,38.7355,37.0000,13.1790
76.67,"","","",191.5344,7.3457,58.6645,38.7355,37.0010,13.1560
76.70,"","","",191.5308,7.4364,58.5780,38.6414,37.0010,13.1130
76.73,"","","",191.5108,7.4364,58.4971,38.6414,37.0020,13.0880
76.77,"","","",191.5026,7.5270,58.4088,38.6414,37.0020,13.0670
76.80,"","","",191.4691,7.5270,58.3335,38.6414,37.0020,13.0350
76.83,"","","",191.4482,7.5270,58.2499,38.6414,37.0020,13.0000
76.87,"","","",191.4183,7.6177,58.1916,38.6414,37.0030,12.9470
76.90,"","","",191.4274,7.5270,58.1051,38.6414,37.0020,12.9480
76.93,"","","",191.4346,7.4364,58.0270,38.6414,37.0010,12.9380
76.97,"","","",191.4219,7.4364,57.9556,38.6414,37.0010,12.8980
77.00,"","","",191.4002,7.3457,57.8635,38.6414,37.0010,12.8850
77.03,"","","",191.3693,7.3457,57.7948,38.6414,37.0000,12.8960
77.07,"","","",191.3312,7.4364,57.7309,38.5474,37.0000,12.9040
77.10,"","","",191.3458,7.3457,57.6538,38.5474,37.0000,12.8900
77.13,"","","",191.3721,7.2550,57.5861,38.4534,36.9980,12.9590
77.17,"","","",191.3866,7.1643,57.5118,38.4534,36.9980,12.9680
77.20,"","","",191.3702,7.1643,57.4178,38.4534,36.9990,12.9840
77.23,"","","",191.3385,7.0736,57.3473,38.3594,36.9980,13.0440
77.27,"","","",191.3258,6.9829,57.2570,38.3594,36.9990,13.0350
77.30,"","","",191.3022,6.8016,57.1875,38.3594,36.9990,13.0660
77.33,"","","",191.2805,6.8016,57.1122,38.3594,36.9990,13.0970
77.37,"","","",191.2342,6.8016,57.0380,38.2654,37.0000,13.0820
77.40,"","","",191.2215,6.8016,56.9552,38.1714,37.0010,13.0500
77.43,"","","",191.2360,6.8016,56.8847,38.1714,36.9990,13.1030
77.47,"","","",191.2478,6.7109,56.8199,38.1714,36.9990,13.1120
77.50,"","","",191.2387,6.7109,56.7503,38.0773,37.0000,13.1070
77.53,"","","",191.2161,6.7109,56.6835,38.0773,37.0010,13.0600
77.57,"","","",191.1934,6.7109,56.5933,38.0773,37.0000,13.0650
77.60,"","","",191.1607,6.6202,56.5143,38.0773,37.0000,13.0790
77.63,"","","",191.1499,6.6202,56.4391,38.0773,36.9990,13.0950
77.67,"","","",191.1481,6.5295,56.3648,38.1714,37.0000,13.0940
77.70,"","","",191.1281,6.4388,56.2905,38.0773,37.0000,13.1160
77.73,"","","",191.0719,6.5295,56.2332,38.0773,37.0000,13.1170
77.77,"","","",191.0419,6.6202,56.1580,37.9833,37.0010,13.0890
77.80,"","","",191.0655,6.7109,56.0790,37.9833,37.0010,13.0650
77.83,"","","",191.0483,6.7109,56.0028,37.8893,37.0010,13.0350
77.87,"","","",191.0293,6.7109,55.9286,37.8893,37.0010,13.0270
77.90,"","","",191.0410,6.6202,55.8449,37.8893,36.9990,13.0550
77.93,"","","",191.0265,6.6202,55.7744,37.7953,37.0010,13.0260
77.97,"","","",191.0102,6.7109,55.7039,37.7013,37.0000,13.0210
78.00,"","","",191.0211,6.7109,55.6221,37.7013,37.0000,13.0440
78.03,"","","",191.0256,6.6202,55.5525,37.6072,36.9990,13.0850
78.07,"","","",191.0129,6.5295,55.4857,37.5132,37.0000,13.0600
78.10,"","","",190.9866,6.5295,55.4096,37.5132,37.0010,13.0240
78.13,"","","",190.9494,6.5295,55.3362,37.4192,37.0020,13.0030
78.17,"","","",190.9358,6.6202,55.2526,37.4192,37.0010,12.9860
78.20,"","","",190.9050,6.7109,55.1783,37.4192,37.0000,12.9710
78.23,"","","",190.8742,6.8016,55.1012,37.4192,36.9990,13.0010
78.27,"","","",190.9123,6.8016,55.0241,37.4192,36.9980,13.0500
78.30,"","","",190.8932,6.8016,54.9470,37.4192,36.9990,13.0650
78.33,"","","",190.8642,6.8016,54.8662,37.4192,36.9980,13.0980
78.37,"","","",190.8361,6.8922,54.8079,37.4192,36.9990,13.1280
78.40,"","","",190.8316,6.9829,54.7289,37.4192,37.0010,13.0930
78.43,"","","",190.8461,7.0736,54.6593,37.3252,37.0000,13.1010
78.47,"","","",190.7944,7.0736,54.5794,37.3252,37.0020,13.0360
78.50,"","","",190.7762,6.9829,54.5089,37.2312,37.0020,13.0080
78.53,"","","",190.7980,6.8922,54.4309,37.2312,37.0010,13.0010
78.57,"","","",190.8161,6.8016,54.3632,37.2312,37.0010,12.9720
78.60,"","","",190.7953,6.7109,54.2908,37.2312,37.0010,12.9480
78.63,"","","",190.7708,6.6202,54.2127,37.2312,36.9990,12.9800
78.67,"","","",190.7608,6.5295,54.1356,37.2312,37.0000,12.9650
78.70,"","","",190.7300,6.6202,54.0642,37.2312,37.0000,13.0040
78.73,"","","",190.7064,6.6202,53.9702,37.3252,36.9990,13.0370
78.77,"","","",190.6992,6.6202,53.9015,37.3252,37.0000,13.0420
78.80,"","","",190.7037,6.5295,53.8508,37.3252,37.0000,13.0120
78.83,"","","",190.6783,6.4388,53.7727,37.3252,37.0000,13.0150
78.87,"","","",190.6484,6.4388,53.7032,37.2312,37.0000,13.0270
78.90,"","","",190.5994,6.4388,53.6477,37.1372,37.0010,12.9990
78.93,"","","",190.5794,6.6202,53.5809,37.1372,36.9990,13.0340
78.97,"","","",190.5840,6.6202,53.5067,37.0431,37.0000,13.0410
79.00,"","","",190.6012,6.6202,53.4230,37.0431,37.0010,12.9950
79.03,"","","",190.5822,6.6202,53.3412,37.0431,37.0000,12.9980
79.07,"","","",190.5740,6.6202,53.2622,36.9491,37.0010,12.9760
79.10,"","","",190.5368,6.8016,53.1889,36.9491,37.0000,12.9860
79.13,"","","",190.5223,6.8922,53.1240,36.8551,36.9990,13.0120
79.17,"","","",190.5377,6.8922,53.0535,36.8551,37.0000,13.0350
79.20,"","","",190.5169,6.9829,52.9839,36.7611,37.0000,13.0490
79.23,"","","",190.4733,7.0736,52.9002,36.7611,37.0000,13.0570
79.27,"","","",190.4615,7.0736,52.8137,36.7611,37.0000,13.0620
79.30,"","","",190.4924,7.0736,52.7507,36.7611,36.9990,13.0920
79.33,"","","",190.4661,7.0736,52.6708,36.7611,37.0000,13.1030
79.37,"","","",190.4298,6.9829,52.6163,36.6671,37.0000,13.0700
79.40,"","","",190.4117,6.9829,52.5448,36.6671,37.0010,13.0460
79.43,"","","",190.4044,6.9829,52.4631,36.5730,36.9990,13.0760
79.47,"","","",190.4044,6.9829,52.3888,36.5730,37.0010,13.0420
79.50,"","","",190.4244,6.8922,52.3164,36.5730,37.0010,13.0320
79.53,"","","",190.4479,6.8016,52.2496,36.4790,37.0010,13.0000
79.57,"","","",190.4198,6.8016,52.1848,36.4790,37.0000,13.0060
79.60,"","","",190.3944,6.6202,52.1189,36.3850,37.0000,12.9980
79.63,"","","",190.3418,6.6202,52.0503,36.3850,37.0010,12.9860
79.67,"","","",190.2965,6.7109,51.9723,36.3850,37.0000,12.9870
79.70,"","","",190.2847,6.8016,51.8924,36.2910,37.0000,12.9720
79.73,"","","",190.2892,6.8922,51.8181,36.2910,36.9990,13.0240
79.77,"","","",190.2874,6.8016,51.7523,36.2910,36.9980,13.0770
79.80,"","","",190.2684,6.8922,51.6836,36.1970,36.9980,13.0860
79.83,"","","",190.2747,6.8922,51.5981,36.1970,37.0010,13.0410
79.87,"","","",190.2820,6.8016,51.5248,36.1970,37.0010,13.0080
79.90,"","","",190.2403,6.7109,51.4514,36.1970,37.0010,12.9800
79.93,"","","",190.2239,6.6202,51.3875,36.1970,37.0020,12.9510
79.97,"","","",190.2366,6.5295,51.2982,36.1970,37.0000,12.9730
80.00,"","","",190.2267,6.4388,51.2314,36.1970,37.0000,12.9930
80.03,"","","",190.2493,6.2574,51.1553,36.2910,36.9990,13.0420
80.07,"","","",190.2394,6.1667,51.0885,36.2910,36.9990,13.0550
80.10,"","","",190.1759,6.1667,51.0359,36.2910,36.9980,13.1060
80.13,"","","",190.1451,6.0761,50.9484,36.2910,36.9980,13.1200
80.17,"","","",190.1188,6.0761,50.8629,36.3850,37.0000,13.1210
80.20,"","","",190.1224,6.0761,50.8055,36.3850,37.0010,13.0640
80.23,"","","",190.1405,6.0761,50.7350,36.2910,37.0000,13.0810
80.27,"","","",190.1079,6.1667,50.6617,36.2910,37.0000,13.0780
80.30,"","","",190.0634,6.2574,50.5921,36.1970,37.0000,13.0710
80.33,"","","",190.0444,6.3481,50.5338,36.1030,37.0000,13.1020
80.37,"","","",190.0399,6.3481,50.4623,36.1030,37.0000,13.1220
80.40,"","","",190.0181,6.4388,50.3918,36.1030,37.0020,13.0550
80.43,"","","",190.0072,6.5295,50.2959,36.1030,37.0030,13.0320
80.47,"","","",189.9954,6.6202,50.2358,36.1030,37.0020,13.0040
80.50,"","","",189.9727,6.6202,50.1709,36.0089,37.0050,12.9410
80.53,"","","",189.9537,6.7109,50.0938,36.0089,37.0030,12.9440
80.57,"","","",189.9274,6.8922,50.0289,35.9149,37.0010,12.9550
80.60,"","","",189.8966,7.0736,49.9575,36.0089,36.9990,12.9890
80.63,"","","",189.8757,7.1643,49.8785,36.0089,37.0000,13.0060
80.67,"","","",189.8521,7.2550,49.7967,36.0089,37.0000,13.0020
80.70,"","","",189.8295,7.4364,49.7328,36.0089,36.9990,13.0290
80.73,"","","",189.8367,7.6177,49.6604,36.0089,37.0000,13.0620
80.77,"","","",189.8059,7.7991,49.6040,35.9149,37.0000,13.0560
80.80,"","","",189.7787,7.9805,49.5391,35.9149,36.9980,13.1110
80.83,"","","",189.7986,7.9805,49.4676,35.9149,37.0000,13.1190
80.87,"","","",189.8213,7.8898,49.4056,35.8209,37.0010,13.0780
80.90,"","","",189.8367,7.7084,49.3379,35.7269,37.0010,13.0580
80.93,"","","",189.8204,7.6177,49.2636,35.6329,37.0010,13.0270
80.97,"","","",189.7877,7.6177,49.1959,35.6329,37.0030,12.9650
81.00,"","","",189.7741,7.6177,49.1169,35.5389,37.0030,12.9630
81.03,"","","",189.7859,7.6177,49.0474,35.4448,37.0010,12.9550
81.07,"","","",189.7968,7.6177,48.9731,35.4448,37.0000,12.9350
81.10,"","","",189.7669,7.5270,48.9026,35.3508,37.0000,12.9210
81.13,"","","",189.7388,7.5270,48.8302,35.3508,36.9990,12.9760
81.17,"","","",189.6952,7.4364,48.7710,35.2568,36.9980,13.0040
81.20,"","","",189.6771,7.4364,48.6873,35.2568,36.9990,13.0170
81.23,"","","",189.6835,7.4364,48.6224,35.2568,36.9990,13.0430
81.27,"","","",189.6844,7.3457,48.5594,35.1628,36.9990,13.0670
81.30,"","","",189.6490,7.2550,48.4898,35.1628,37.0000,13.0880
81.33,"","","",189.6508,7.1643,48.4128,35.1628,37.0010,13.0460
81.37,"","","",189.6581,6.9829,48.3554,35.1628,37.0010,13.0400
81.40,"","","",189.6309,6.8016,48.2868,35.0688,37.0010,13.0050
81.43,"","","",189.6191,6.6202,48.2322,34.9747,37.0000,13.0110
81.47,"","","",189.5773,6.6202,48.1683,34.9747,37.0000,13.0090
81.50,"","","",189.5501,6.6202,48.0780,34.9747,37.0010,12.9780
81.53,"","","",189.5247,6.6202,48.0019,34.8807,37.0000,12.9710
81.57,"","","",189.5211,6.5295,47.9380,34.8807,36.9990,13.0100
81.60,"","","",189.5393,6.4388,47.8787,34.8807,37.0000,12.9920
81.63,"","","",189.5247,6.4388,47.7998,34.8807,37.0000,12.9910
81.67,"","","",189.4912,6.4388,47.7123,34.7867,37.0000,12.9780
81.70,"","","",189.4903,6.3481,47.6418,34.7867,36.9990,13.0260
81.73,"","","",189.5066,6.2574,47.5732,34.7867,36.9990,13.0430
81.77,"","","",189.4858,6.1667,47.5149,34.7867,36.9990,13.0830
81.80,"","","",189.4595,6.1667,47.4519,34.7867,36.9990,13.1120
81.83,"","","",189.4359,6.1667,47.3786,34.7867,37.0000,13.0980
81.87,"","","",189.4032,6.1667,47.3099,34.7867,37.0000,13.1010
81.90,"","","",189.3951,6.1667,47.2516,34.6927,37.0000,13.0770
81.93,"","","",189.4132,6.2574,47.1858,34.6927,37.0000,13.0580
81.97,"","","",189.4059,6.2574,47.1256,34.6927,37.0000,13.0480
82.00,"","","",189.3751,6.3481,47.0523,34.6927,37.0000,13.0270
82.03,"","","",189.3434,6.4388,46.9809,34.5987,36.9990,13.0740
82.07,"","","",189.3670,6.5295,46.9150,34.5987,36.9990,13.0960
82.10,"","","",189.3606,6.6202,46.8285,34.5987,37.0010,13.0490
82.13,"","","",189.3252,6.7109,46.7618,34.5987,37.0010,13.0290
82.17,"","","",189.3144,6.8016,46.6885,34.5987,37.0010,13.0120
82.20,"","","",189.3062,6.8016,46.6236,34.5987,37.0000,12.9850
82.23,"","","",189.2708,6.8016,46.5484,34.5987,37.0010,12.9520
82.27,"","","",189.2681,6.8016,46.4844,34.5987,37.0010,12.9380
82.30,"","","",189.2409,6.8016,46.4177,34.5047,37.0000,12.9170
82.33,"","","",189.2191,6.8922,46.3453,34.5047,37.0000,12.9490
82.37,"","","",189.2101,6.8922,46.2785,34.5047,37.0000,12.9510
82.40,"","","",189.1892,6.8016,46.2108,34.5047,36.9990,12.9800
82.43,"","","",189.1656,6.8016,46.1497,34.5047,36.9990,13.0110
82.47,"","","",189.1674,6.8016,46.0830,34.5047,37.0000,13.0330
82.50,"","","",189.1783,6.8016,46.0143,34.5047,37.0010,12.9750
82.53,"","","",189.1665,6.8922,45.9561,34.5047,37.0020,12.9530
82.57,"","","",189.1312,6.8922,45.8949,34.4106,37.0010,12.9670
82.60,"","","",189.1375,6.8016,45.8282,34.4106,37.0000,12.9560
82.63,"","","",189.1538,6.8016,45.7530,34.3166,37.0000,12.9760
82.67,"","","",189.1312,6.7109,45.6796,34.3166,36.9990,13.0070
82.70,"","","",189.0858,6.6202,45.5997,34.3166,37.0010,12.9800
82.73,"","","",189.0949,6.6202,45.5339,34.3166,37.0010,12.9640
82.77,"","","",189.1121,6.4388,45.4784,34.2226,36.9990,13.0140
82.80,"","","",189.0895,6.4388,45.4220,34.1286,36.9990,13.0120
82.83,"","","",189.0541,6.4388,45.3506,34.1286,37.0010,12.9620
82.87,"","","",189.0196,6.5295,45.2848,34.0346,37.0000,12.9660
82.90,"","","",189.0015,6.6202,45.2143,34.0346,36.9990,13.0140
82.93,"","","",188.9942,6.6202,45.1513,33.9405,36.9990,13.0110
82.97,"","","",188.9997,6.5295,45.0685,33.9405,37.0000,13.0040
83.00,"","","",188.9897,6.6202,45.0121,33.9405,37.0000,13.0130
83.03,"","","",188.9761,6.5295,44.9501,33.8465,37.0010,12.9690
83.07,"","","",188.9371,6.5295,44.8777,33.8465,37.0010,12.9560
83.10,"","","",188.9144,6.5295,44.8137,33.8465,37.0000,12.9720
83.13,"","","",188.9181,6.5295,44.7507,33.8465,36.9990,12.9980
83.17,"","","",188.9090,6.5295,44.6765,33.7525,36.9990,13.0320
83.20,"","","",188.8890,6.6202,44.6031,33.7525,36.9990,13.0580
83.23,"","","",188.9126,6.6202,44.5317,33.7525,36.9990,13.0800
83.27,"","","",188.8981,6.5295,44.4687,33.7525,37.0000,13.0850
83.30,"","","",188.8754,6.4388,44.4010,33.6585,37.0010,13.0430
83.33,"","","",188.8709,6.4388,44.3361,33.6585,37.0010,13.0200
83.37,"","","",188.8573,6.4388,44.2760,33.5645,37.0010,13.0010
83.40,"","","",188.8437,6.3481,44.2007,33.5645,37.0010,12.9700
83.43,"","","",188.8419,6.2574,44.1377,33.5645,37.0020,12.9440
83.47,"","","",188.8129,6.2574,44.0766,33.5645,37.0010,12.9400
83.50,"","","",188.7902,6.1667,44.0052,33.5645,36.9990,12.9770
83.53,"","","",188.7766,6.1667,43.9469,33.4705,37.0000,12.9900
83.57,"","","",188.7675,6.1667,43.8830,33.4705,36.9990,13.0120
83.60,"","","",188.7512,6.1667,43.8021,33.4705,36.9990,13.0380
83.63,"","","",188.7467,6.1667,43.7354,33.4705,36.9990,13.0720
83.67,"","","",188.7067,6.2574,43.6789,33.4705,37.0000,13.0760
83.70,"","","",188.6805,6.3481,43.6028,33.4705,37.0010,13.0430
83.73,"","","",188.6641,6.4388,43.5398,33.5645,37.0020,12.9980
83.77,"","","",188.6696,6.5295,43.4787,33.4705,37.0020,12.9770
83.80,"","","",188.6659,6.6202,43.4110,33.4705,37.0020,12.9470
83.83,"","","",188.6514,6.6202,43.3508,33.4705,37.0020,12.9370
83.87,"","","",188.6378,6.6202,43.3000,33.3764,37.0000,12.9650
83.90,"","","",188.6306,6.7109,43.2220,33.3764,36.9990,12.9950
83.93,"","","",188.6206,6.7109,43.1449,33.2824,37.0000,12.9800
83.97,"","","",188.6179,6.6202,43.0697,33.2824,37.0010,12.9410
84.00,"","","",188.6315,6.5295,43.0077,33.2824,37.0010,12.9290
84.03,"","","",188.5952,6.5295,42.9503,33.2824,36.9980,12.9870
84.07,"","","",188.5426,6.5295,42.8929,33.2824,36.9990,12.9940
84.10,"","","",188.5553,6.4388,42.8271,33.2824,37.0000,12.9860
84.13,"","","",188.5163,6.4388,42.7491,33.2824,37.0000,12.9940
84.17,"","","",188.5045,6.5295,42.6889,33.1884,37.0010,12.9530
84.20,"","","",188.5199,6.5295,42.6269,33.1884,36.9990,12.9880
84.23,"","","",188.5100,6.5295,42.5611,33.1884,36.9990,13.0140
84.27,"","","",188.5281,6.5295,42.4821,33.0944,37.0010,12.9900
84.30,"","","",188.5272,6.3481,42.4191,33.0944,37.0010,12.9460
84.33,"","","",188.5054,6.3481,42.3542,33.0944,37.0010,12.9460
84.37,"","","",188.4710,6.2574,42.2818,33.0944,37.0010,12.9100
84.40,"","","",188.4147,6.3481,42.2170,33.0944,37.0000,12.9360
84.43,"","","",188.3912,6.5295,42.1624,33.0944,37.0000,12.9290
84.47,"","","",188.3794,6.6202,42.1023,33.0004,36.9990,12.9760
84.50,"","","",188.3803,6.6202,42.0411,33.0004,36.9980,13.0280
84.53,"","","",188.3567,6.7109,41.9744,32.9063,36.9980,13.0390
84.57,"","","",188.3667,6.7109,41.8954,33.0004,36.9990,13.0540
84.60,"","","",188.3531,6.7109,41.8428,32.9063,37.0000,13.0360
84.63,"","","",188.3286,6.7109,41.7770,32.9063,37.0000,13.0240
84.67,"","","",188.3531,6.6202,41.7149,32.9063,36.9990,13.0630
84.70,"","","",188.3494,6.5295,41.6444,32.8123,37.0000,13.0850
84.73,"","","",188.3050,6.5295,41.5833,32.8123,37.0000,13.0890
84.77,"","","",188.2715,6.5295,41.5269,32.8123,37.0000,13.0960
84.80,"","","",188.2406,6.5295,41.4648,32.7183,37.0000,13.0960
84.83,"","","",188.2325,6.6202,41.3934,32.7183,37.0000,13.1160
84.87,"","","",188.2288,6.6202,41.3191,32.7183,37.0000,13.1090
84.90,"","","",188.2461,6.6202,41.2476,32.7183,37.0000,13.1330
84.93,"","","",188.2551,6.5295,41.1799,32.7183,37.0010,13.1170
84.97,"","","",188.2098,6.5295,41.1207,32.7183,37.0030,13.0830
85.00,"","","",188.1672,6.6202,41.0605,32.6243,37.0030,13.0640
85.03,"","","",188.1581,6.7109,40.9994,32.6243,37.0030,13.0220
85.07,"","","",188.1282,6.8016,40.9251,32.6243,37.0010,13.0350
85.10,"","","",188.1146,6.8922,40.8659,32.6243,37.0000,13.0430
85.13,"","","",188.1309,6.9829,40.8010,32.6243,37.0000,13.0710
85.17,"","","",188.1345,6.9829,40.7390,32.6243,37.0000,13.0980
85.20,"","","",188.1282,6.8922,40.6788,32.5303,37.0010,13.0720
85.23,"","","",188.1064,6.8922,40.6083,32.5303,37.0010,13.0460
85.27,"","","",188.0964,6.8922,40.5434,32.4363,37.0020,13.0180
85.30,"","","",188.0719,6.8922,40.4814,32.5303,37.0010,12.9960
85.33,"","","",188.0465,6.8016,40.4024,32.5303,37.0000,12.9860
85.37,"","","",188.0484,6.8016,40.3413,32.5303,37.0000,12.9670
85.40,"","","",188.0447,6.8016,40.2839,32.4363,36.9990,12.9970
85.43,"","","",187.9967,6.8016,40.2219,32.4363,37.0000,12.9820
85.47,"","","",187.9794,6.8922,40.1495,32.4363,36.9990,13.0140
85.50,"","","",187.9803,6.9829,40.0912,32.4363,37.0010,12.9690
85.53,"","","",187.9876,6.9829,40.0273,32.4363,37.0000,12.9780
85.57,"","","",187.9912,6.8922,39.9558,32.4363,36.9990,13.0130
85.60,"","","",187.9876,6.7109,39.8872,32.4363,37.0000,13.0110
85.63,"","","",187.9776,6.5295,39.8345,32.4363,37.0010,12.9740
85.67,"","","",187.9504,6.4388,39.7744,32.4363,37.0020,12.9310
85.70,"","","",187.9141,6.3481,39.7227,32.3422,36.9990,12.9980
85.73,"","","",187.8824,6.4388,39.6587,32.3422,37.0000,12.9860
85.77,"","","",187.8897,6.4388,39.6061,32.3422,36.9990,13.0220
85.80,"","","",187.9241,6.4388,39.5459,32.2482,37.0010,12.9690
85.83,"","","",187.9141,6.3481,39.4735,32.1542,36.9990,13.0100
85.87,"","","",187.8833,6.2574,39.4152,32.1542,37.0020,12.9560
85.90,"","","",187.8625,6.2574,39.3438,32.0602,37.0010,12.9380
85.93,"","","",187.8452,6.2574,39.2780,32.0602,36.9980,13.0050
85.97,"","","",187.8062,6.2574,39.2093,32.0602,36.9980,13.0250
86.00,"","","",187.7962,6.2574,39.1360,31.9662,36.9980,13.0440
86.03,"","","",187.7636,6.1667,39.0739,31.9662,37.0000,13.0500
86.07,"","","",187.7563,6.2574,39.0138,31.9662,37.0000,13.0440
86.10,"","","",187.7473,6.2574,38.9611,31.8721,36.9990,13.0690
86.13,"","","",187.7192,6.3481,38.8972,31.8721,37.0010,13.0270
86.17,"","","",187.7047,6.4388,38.8389,31.7781,37.0010,13.0060
86.20,"","","",187.6847,6.5295,38.7721,31.7781,37.0000,13.0220
86.23,"","","",187.6611,6.6202,38.7110,31.6841,37.0000,13.0110
86.27,"","","",187.6539,6.6202,38.6518,31.6841,37.0000,12.9920
86.30,"","","",187.6702,6.6202,38.5916,31.6841,37.0020,12.9480
86.33,"","","",187.6847,6.6202,38.5296,31.5901,37.0010,12.9230
86.37,"","","",187.6493,6.7109,38.4722,31.5901,37.0010,12.9060
86.40,"","","",187.6457,6.7109,38.4196,31.4961,36.9990,12.9410
86.43,"","","",187.6394,6.8016,38.3500,31.4021,36.9990,12.9810
86.47,"","","",187.5831,6.8016,38.2682,31.4021,36.9980,13.0200
86.50,"","","",187.5532,6.8922,38.2071,31.4021,36.9990,13.0300
86.53,"","","",187.5596,6.8922,38.1385,31.4021,37.0000,13.0150
86.57,"","","",187.5460,6.9829,38.0755,31.4021,37.0000,12.9980
86.60,"","","",187.5269,6.9829,38.0190,31.4021,37.0000,12.9780
86.63,"","","",187.5124,7.0736,37.9589,31.3080,37.0000,12.9570
